"LOCATION","Location","OFFENCE","Offence","SCENE","Scene","YEAR","Year","MEASURE","Measure",Value,Flags
"BG","Northland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",284,
"BG","Northland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",277,
"BG","Northland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",382,
"BG","Northland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",332,
"BG","Northland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",370,
"BG","Northland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",439,
"BG","Northland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",367,
"BG","Northland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",369,
"BG","Northland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",345,
"BG","Northland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",387,
"BG","Northland District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",321,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",1270,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",1247,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",1316,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",1220,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",1458,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",1600,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",1496,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",1737,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",1746,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",1701,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",1623,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",1787,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",1887,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",2001,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",2108,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",2047,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",1983,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",1676,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",1800,
"BG","Northland District","12","Property damage and environmental pollution","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",1771,
"BG","Northland District","13","Public order offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",1156,
"BG","Northland District","13","Public order offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",1281,
"BG","Northland District","13","Public order offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",1149,
"BG","Northland District","13","Public order offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",1036,
"BG","Northland District","13","Public order offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",1188,
"BG","Northland District","13","Public order offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",1408,
"BG","Northland District","13","Public order offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",1784,
"BG","Northland District","13","Public order offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",1628,
"BG","Northland District","13","Public order offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",1770,
"BG","Northland District","13","Public order offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",1648,
"BG","Northland District","13","Public order offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",1299,
"BG","Northland District","13","Public order offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",1407,
"BG","Northland District","13","Public order offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",1684,
"BG","Northland District","13","Public order offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",1904,
"BG","Northland District","13","Public order offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",1630,
"BG","Northland District","13","Public order offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",1799,
"BG","Northland District","13","Public order offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",1520,
"BG","Northland District","13","Public order offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",1557,
"BG","Northland District","13","Public order offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",1523,
"BG","Northland District","13","Public order offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",987,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",479,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",523,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",911,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",937,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",982,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",1089,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",1056,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",1055,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",1187,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",1112,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",816,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",666,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",724,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",751,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",708,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",672,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",719,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",668,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",793,
"BG","Northland District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",690,
"BG","Northland District","16","Miscellaneous offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",35,
"BG","Northland District","16","Miscellaneous offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",73,
"BG","Northland District","16","Miscellaneous offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",74,
"BG","Northland District","16","Miscellaneous offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",57,
"BG","Northland District","16","Miscellaneous offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",84,
"BG","Northland District","16","Miscellaneous offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",64,
"BG","Northland District","16","Miscellaneous offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",51,
"BG","Northland District","16","Miscellaneous offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",49,
"BG","Northland District","16","Miscellaneous offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",147,
"BG","Northland District","16","Miscellaneous offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",17,
"BG","Northland District","16","Miscellaneous offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",27,
"BG","Northland District","16","Miscellaneous offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",37,
